hierarchy_label,level_id,n_side,h,candidate_label,perturbation_label,amplitude,evaluation_tau,overlap_with_baseline,recovery_style_score,classification,survival_indicator,failure_mechanism,localization_width,width_growth,concentration_ratio,participation_growth,spectral_gap_shift_relative,mode_mixing_indicator,local_connectivity_variance,local_spectral_density_proxy,coefficient_ratio_shift_proxy,norm_retention_relative,leakage_rate
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.0,0.8,1.0,1.0,persistent,1,survives,0.081885412285,0.023567653563,0.954636383257,0.047604913518,1e-12,0.769862043945,0.0,1.0,0.000765398956,1.0,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.1,0.8,0.999999459906,0.982345496225,persistent,1,survives,0.08187962469,0.023495308625,0.960090710103,0.047294228121,0.000240438022,0.769889012249,0.002885595504,1.0,0.000765398956,1.000066285428,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.2,0.8,0.999997687299,0.963045522281,persistent,1,survives,0.081873414235,0.023417677937,0.966312778728,0.046952642439,0.000503056872,0.769917677102,0.011542382015,1.0,0.000765398956,1.000136590467,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.3,0.8,0.999994399755,0.941912366239,persistent,1,survives,0.081866719544,0.0233339943,0.973448805559,0.046573539071,0.000791178417,0.769948268695,0.025970359533,1.0,0.000765398956,1.000211445997,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.4,0.8,0.999989219096,0.918795528992,persistent,1,survives,0.081859464656,0.0232433082,0.981677017255,0.04614811613,0.001108831727,0.76998107705,0.046169528059,1.0,0.000765398956,1.00029151803,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.5,0.8,0.999981629939,0.893658027512,persistent,1,survives,0.08185155426,0.02314442825,0.991215298409,0.045664493337,0.001460952841,0.770016474374,0.072139887593,1.0,0.000765398956,1.000377657499,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.6,0.8,0.999970918254,0.866726250745,persistent,1,survives,0.08184286703,0.023035837875,1.002330858824,0.045106404651,0.001853656551,0.770054947375,0.103881438133,1.0,0.000765398956,1.000470972067,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.7,0.8,0.999956079573,0.838772041476,persistent,1,survives,0.081833246149,0.022915576863,1.015352564503,0.044451269381,0.002294612643,0.770097144483,0.141394179681,0.909090909091,0.000765398956,1.000572930877,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.8,0.8,0.999935680804,0.811622880099,persistent,1,survives,0.081822485676,0.02278107095,1.030686854584,0.043667321677,0.00279357831,0.770143945602,0.184678112237,0.909090909091,0.000765398956,1.000685519007,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,0.9,0.8,0.999907650463,0.782384237202,diffusive,0,spectral_mixing_dominated,0.081810310664,0.0226288833,1.048838616733,0.042709302136,0.003363184626,0.770196566238,0.2337332358,0.909090909091,0.000765398956,1.000811467814,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,local_stiffness_defect,1.0,0.8,0.999889875707,0.743008966128,diffusive,0,spectral_mixing_dominated,0.081803580949,0.022544761863,1.059162433064,0.042145640455,0.003679555157,0.770225567646,0.260424994209,0.909090909091,0.000765398956,1.000880592227,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,connectivity_micro_surgery,0.0,0.8,1.0,1.0,persistent,1,survives,0.081885412285,0.023567653563,0.954636383257,0.047604913518,0.0,0.769862043945,0.0,1.0,0.000765398956,1.0,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,connectivity_micro_surgery,0.2,0.8,0.999999978403,0.996523589674,persistent,1,survives,0.081886030691,0.023575383638,0.953358990896,0.047635421565,5.5863e-08,0.769858858398,0.004367500849,1.0,0.000765398956,0.999992114587,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,connectivity_micro_surgery,0.4,0.8,0.999999630898,0.984268901442,persistent,1,survives,0.081887828923,0.023597861538,0.948696170802,0.04772302521,1.7989e-07,0.769849538601,0.012814300773,1.0,0.000765398956,0.999969033123,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,connectivity_micro_surgery,0.6,0.8,0.999997963042,0.962424374993,persistent,1,survives,0.081890443778,0.023630547225,0.940154275005,0.047844473841,1.9578e-07,0.769835726456,0.020712878833,1.0,0.000765398956,0.999934679619,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,connectivity_micro_surgery,0.8,0.8,0.999993083397,0.903005520278,persistent,1,survives,0.083062633101,0.038282913763,0.935188390022,0.047955253667,3.44978e-07,0.769820354358,0.026577091421,1.0,0.000765398956,0.999896036665,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,connectivity_micro_surgery,1.0,0.8,0.999982093021,0.917050062013,persistent,1,survives,0.083064655247,0.038308190588,0.943964044614,0.047990111322,2.803038e-06,0.769807521173,0.032062172263,1.0,0.000765398956,0.999862823031,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,phase_randomization_window,0.0,0.8,1.0,1.0,persistent,1,survives,0.081885412285,0.023567653563,0.954636383257,0.047604913518,0.0,0.769862043945,0.0,1.0,0.000765398956,1.0,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,phase_randomization_window,0.02,0.8,0.999462190182,0.943182373611,persistent,1,survives,0.081937364196,0.02421705245,0.952906062034,0.049178612555,0.0,0.774661230106,0.0,1.0,0.000765398956,0.998942523037,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,phase_randomization_window,0.04,0.8,0.997848554736,0.878135752949,persistent,1,survives,0.081993250769,0.024915634613,0.950903816349,0.050917743045,0.0,0.779847742845,0.0,1.0,0.000765398956,0.997741279902,0.0
frozen_branch,n72,72,0.013888888889,low_mode_localized_wavepacket,phase_randomization_window,0.06,0.8,0.995160136657,0.805609797923,persistent,1,survives,0.082053058751,0.025663234387,0.94863080681,0.052822301799,0.0,0.785395432663,0.0,1.0,0.000765398956,0.996397196569,0.0
