sample,sample_role,model_family,data_kind,k_index,k_reduced,conduction_energy_ev,valence_energy_ev,reference_conduction_energy_ev,reference_valence_energy_ev,conduction_error_ev,valence_error_ev,band_gap_ev,gap_relative_error,conduction_edge_k,valence_edge_k,direct_gap_score,curvature_score,band_shape_score,gap_score,band_order_score,symmetry_score,semiconductor_reference_score,status
scaled_gap_control,negative_control,gap_scale_control,band_point,24,-0.4,0.7636718427,-0.680753882025,0.9316718427,-0.848753882025,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,25,-0.375,0.728311952465,-0.654233964349,0.896311952465,-0.822233964349,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,26,-0.35,0.694084560125,-0.628563420094,0.862084560125,-0.796563420094,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,27,-0.325,0.661200688936,-0.603900516702,0.829200688936,-0.771900516702,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,28,-0.3,0.6298630789,-0.580397309175,0.7978630789,-0.748397309175,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,29,-0.275,0.600264936802,-0.558198702601,0.768264936802,-0.726198702601,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,30,-0.25,0.57258874503,-0.537441558773,0.74058874503,-0.705441558773,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,31,-0.225,0.547005136512,-0.518253852384,0.715005136512,-0.686253852384,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,32,-0.2,0.5236718427,-0.500753882025,0.6916718427,-0.668753882025,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,33,-0.175,0.50273272111,-0.485049540833,0.67073272111,-0.653049540833,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
scaled_gap_control,negative_control,gap_scale_control,band_point,34,-0.15,0.48431686839,-0.471237651292,0.65231686839,-0.639237651292,-0.168,0.168,,,,,,,,,,,,BAND_POINT_RECORDED
