hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,observable,value
frozen_branch,n48,48,0.020833333333,3,1303,2.0,localization_width,0.405276362456
frozen_branch,n48,48,0.020833333333,3,1303,2.0,spectral_distortion,-0.635229295067
frozen_branch,n48,48,0.020833333333,3,1303,2.0,mean_identity,0.994087714696
frozen_branch,n48,48,0.020833333333,3,1303,2.4,centroid_drift_x,-5.9299482e-05
frozen_branch,n48,48,0.020833333333,3,1303,2.4,density_mode_amplitude,0.245910837939
frozen_branch,n48,48,0.020833333333,3,1303,2.4,density_redistribution_rate,8.8236034e-05
frozen_branch,n48,48,0.020833333333,3,1303,2.4,variance_growth,1.441943e-06
frozen_branch,n48,48,0.020833333333,3,1303,2.4,effective_diffusion_proxy,6.0081e-07
frozen_branch,n48,48,0.020833333333,3,1303,2.4,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,2.4,localization_width,0.405103697525
frozen_branch,n48,48,0.020833333333,3,1303,2.4,spectral_distortion,-0.635000658742
frozen_branch,n48,48,0.020833333333,3,1303,2.4,mean_identity,0.992035261467
frozen_branch,n48,48,0.020833333333,3,1303,3.0,centroid_drift_x,-8.6296702e-05
frozen_branch,n48,48,0.020833333333,3,1303,3.0,density_mode_amplitude,0.245998266425
frozen_branch,n48,48,0.020833333333,3,1303,3.0,density_redistribution_rate,9.9731656e-05
frozen_branch,n48,48,0.020833333333,3,1303,3.0,variance_growth,2.789824e-06
frozen_branch,n48,48,0.020833333333,3,1303,3.0,effective_diffusion_proxy,9.29941e-07
frozen_branch,n48,48,0.020833333333,3,1303,3.0,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,3.0,localization_width,0.40485428601
frozen_branch,n48,48,0.020833333333,3,1303,3.0,spectral_distortion,-0.634662536177
frozen_branch,n48,48,0.020833333333,3,1303,3.0,mean_identity,0.988693799484
frozen_branch,n48,48,0.020833333333,3,1303,3.6,centroid_drift_x,-0.000117278932
frozen_branch,n48,48,0.020833333333,3,1303,3.6,density_mode_amplitude,0.246105181302
frozen_branch,n48,48,0.020833333333,3,1303,3.6,density_redistribution_rate,0.00011280829
frozen_branch,n48,48,0.020833333333,3,1303,3.6,variance_growth,3.829502e-06
frozen_branch,n48,48,0.020833333333,3,1303,3.6,effective_diffusion_proxy,1.063751e-06
frozen_branch,n48,48,0.020833333333,3,1303,3.6,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,3.6,localization_width,0.404612749163
frozen_branch,n48,48,0.020833333333,3,1303,3.6,spectral_distortion,-0.634348078402
frozen_branch,n48,48,0.020833333333,3,1303,3.6,mean_identity,0.985142017332
frozen_branch,n48,48,0.020833333333,3,1303,4.2,centroid_drift_x,-0.000151495565
frozen_branch,n48,48,0.020833333333,3,1303,4.2,density_mode_amplitude,0.24623478892
frozen_branch,n48,48,0.020833333333,3,1303,4.2,density_redistribution_rate,0.000127551777
frozen_branch,n48,48,0.020833333333,3,1303,4.2,variance_growth,4.089466e-06
frozen_branch,n48,48,0.020833333333,3,1303,4.2,effective_diffusion_proxy,9.73682e-07
frozen_branch,n48,48,0.020833333333,3,1303,4.2,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,3,1303,4.2,localization_width,0.404375300912
frozen_branch,n48,48,0.020833333333,3,1303,4.2,spectral_distortion,-0.634078587921
frozen_branch,n48,48,0.020833333333,3,1303,4.2,mean_identity,0.981466724966
frozen_branch,n48,48,0.020833333333,5,1301,0.0,centroid_drift_x,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.0,density_mode_amplitude,0.652006007603
frozen_branch,n48,48,0.020833333333,5,1301,0.0,density_redistribution_rate,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.0,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.0,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.0,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,5,1301,0.0,localization_width,0.278761369653
frozen_branch,n48,48,0.020833333333,5,1301,0.0,spectral_distortion,0.438027554098
frozen_branch,n48,48,0.020833333333,5,1301,0.0,mean_identity,0.926953319348
frozen_branch,n48,48,0.020833333333,5,1301,0.4,centroid_drift_x,0.000645619993
frozen_branch,n48,48,0.020833333333,5,1301,0.4,density_mode_amplitude,0.655030185096
frozen_branch,n48,48,0.020833333333,5,1301,0.4,density_redistribution_rate,0.007560443733
frozen_branch,n48,48,0.020833333333,5,1301,0.4,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.4,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.4,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,5,1301,0.4,localization_width,0.277681281071
frozen_branch,n48,48,0.020833333333,5,1301,0.4,spectral_distortion,0.393062398523
frozen_branch,n48,48,0.020833333333,5,1301,0.4,mean_identity,0.923709792364
frozen_branch,n48,48,0.020833333333,5,1301,0.8,centroid_drift_x,0.001095994966
frozen_branch,n48,48,0.020833333333,5,1301,0.8,density_mode_amplitude,0.65748163925
frozen_branch,n48,48,0.020833333333,5,1301,0.8,density_redistribution_rate,0.006844539559
frozen_branch,n48,48,0.020833333333,5,1301,0.8,variance_growth,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.8,effective_diffusion_proxy,0.0
frozen_branch,n48,48,0.020833333333,5,1301,0.8,survival_fraction,1.0
frozen_branch,n48,48,0.020833333333,5,1301,0.8,localization_width,0.283234756513
frozen_branch,n48,48,0.020833333333,5,1301,0.8,spectral_distortion,0.350763530292
