probe_name,hierarchy_label,level_id,n_side,h,ensemble_size,seed,terminal_low_k_fraction,terminal_low_k_power,terminal_fluctuation_slope,transport_character_index,shell_distance_count,shell_latency_span
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1302,0.714385350436,0.661950392798,0.287580459224,0.541547844471,4,4.2
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1302,0.950062190022,0.643846962638,-2.049843493116,0.148337018268,4,2.0
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1303,0.402974943924,0.349847504631,1.326921784517,589846124533.0001,4,0.0
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1303,0.410686689189,0.356015102679,1.356777637558,589846124533.0001,4,0.0
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1303,0.729221999956,0.338694560305,-1.441027847716,0.211739634448,4,1.8
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1301,0.2307980684,0.189725316122,0.7710722292,0.459637427379,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1301,0.231780078926,0.186252674441,0.772219686889,0.293263342707,6,4.2
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1301,0.409882146432,0.279634747115,0.040897066667,0.104211063605,6,2.6
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1302,0.67984964382,0.645046875776,0.846803539663,0.220268011901,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1302,0.684373645664,0.624748860642,0.906116032925,0.324605491222,6,4.2
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1302,0.414398521826,0.242862067231,0.157625188404,0.072949535949,6,3.0
density_pulse,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1303,0.644123097399,0.53260361601,-0.590336369152,0.228864007838,6,4.2
candidate_removal,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1303,0.644750239286,0.533521632982,-0.592198516112,0.228864007838,6,4.2
bias_onset,periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1303,0.593612528897,0.122781942535,-4.368923057082,0.211797693264,6,1.8
density_pulse,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1301,0.698880379397,0.778445398624,-1.062736199146,236396402616.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1301,0.720688085745,0.809925969012,-1.178773846665,236396402616.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1301,0.865317446935,1.146886161994,-2.712370108373,0.048909600541,2,2.6
density_pulse,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1302,0.588600023086,0.665681751777,1.321852998373,592748124933.0,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1302,0.5885121892,0.664827089114,1.312736018733,592748124933.0,2,0.0
bias_onset,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1302,0.774955290643,0.857923634512,-0.693487529386,0.134715482939,2,0.4
density_pulse,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1303,0.58848574517,0.664585505511,1.310144761285,589846124533.0001,2,0.0
candidate_removal,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1303,0.588481340486,0.664545894411,1.309719282115,589846124533.0001,2,0.0
bias_onset,periodic_diagonal_augmented_control,n84,84,0.011904761905,3,1303,0.588693898058,0.666707166584,1.332690577437,0.294923062267,2,0.0
density_pulse,periodic_diagonal_augmented_control,n84,84,0.011904761905,5,1301,0.333949805557,0.393579052946,0.328744637398,0.446877474602,4,4.2
