event_id,seed,signal_to_noise,sample,sample_role,control_type,specificity_score,base_strain_proxy_score,ridge_coherence_score,phase_continuity_score,ridge_monotonicity,ridge_slope_hz,ridge_concentration,ridge_smoothness,phase_valid_fraction,phase_frequency_correlation,phase_smoothness,phase_range_hz
surrogate_06,6606,16.428457307254174,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6028053856394594,0.6753536755173539,0.4670180689045096,0.6114283483112481,0.3333333333333333,-76.60943840230422,0.8441560687497567,0.812033825508402,1.0,0.0,0.9739954217475213,135.7709127735315
surrogate_06,6606,16.428457307254174,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.5543744633563175,0.7223615472385548,0.19995897366645565,0.6818344048596181,0.42857142857142855,-26.32618137367521,0.40396898524165903,0.0,1.0,0.27269545798063216,0.9120825253862898,124.65809029750864
surrogate_06,6606,16.428457307254174,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.4479886584762216,0.43574761602376655,0.40305267807445516,0.6626617244659422,0.47619047619047616,45.829479413193326,0.37741073194009667,0.316205734911458,1.0,0.2751739787810034,0.9126408486956493,107.2645539153494
surrogate_06,6606,16.428457307254174,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.6955020964660413,0.7673573256518799,0.5627378186559184,0.7091501447097317,0.6190476190476191,49.453143758093944,0.537074639952319,0.426472274018179,1.0,0.3837287707670842,0.9492904603109236,106.07001054243759
surrogate_07,6607,16.954150196524115,strain_proxy_target,target,none,0.931746073403215,0.9637448272251715,0.8969815060963532,0.9491256959008179,0.7619047619047619,99.91114559540986,0.8713287342922371,0.8423849074909582,1.0,0.9337127923477112,0.9783078742970197,136.22364515430746
surrogate_07,6607,16.954150196524115,time_shuffle_control,negative_control,global_time_shuffle,0.33779976065038975,0.24337985453306593,0.3281263889351761,0.5800470126984982,0.47619047619047616,45.14271162545356,0.3231452497067482,0.0,1.0,0.0796450680560454,0.9156752214784755,96.1109662874478
surrogate_07,6607,16.954150196524115,phase_scramble_control,negative_control,fft_phase_scramble,0.44262328569020104,0.36654591286414395,0.44282925087461333,0.6572991668666968,0.47619047619047616,34.93379416376601,0.4468212248758991,0.6073998882919329,1.0,0.23321100465419894,0.9345649789087894,111.12433105125962
surrogate_07,6607,16.954150196524115,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.3797838432842459,0.34404050030005695,0.26346224929644474,0.6367216620434298,0.42857142857142855,4.432002855288204,0.4554434828335074,0.15366676950357772,1.0,0.3058247903884141,0.9413447492800553,69.49338688800037
surrogate_07,6607,16.954150196524115,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.6601232112174351,0.7080613914638372,0.6212966267049282,0.6914078572230734,0.5714285714285714,45.743075374871125,0.6805310686195223,0.5162649745752828,1.0,0.33812922968041864,0.9616970494299658,102.36375897007946
surrogate_07,6607,16.954150196524115,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6329323436742972,0.7112590257397484,0.4974385282005862,0.6112835337769884,0.47619047619047616,-108.66862413026746,0.8432403461356053,0.6823840449701737,1.0,0.0,0.9739131509734125,135.6632139956792
surrogate_07,6607,16.954150196524115,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.602280252588342,0.6949800812058803,0.42552080448734747,0.6129637528539618,0.19047619047619047,-107.58525329421207,0.8832331594009553,0.862563569467448,1.0,0.0,0.9765242550572748,136.57044113463027
surrogate_07,6607,16.954150196524115,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.6210824272487588,0.7556556460087804,0.38143842297429387,0.6487355195729447,0.47619047619047616,17.138218551677767,0.5040501735827847,0.3896568190382983,1.0,0.19486076931284768,0.9316628712581867,116.23842108524993
surrogate_07,6607,16.954150196524115,multi_event_timing_randomization_control,negative_control,multi_event_timing_randomization,0.4073484001116483,0.4812800843630911,0.2554325346406513,0.6188274482814885,0.5238095238095238,-39.89420136302732,0.39264135962788943,0.20716195807758675,1.0,0.10784605452633664,0.9200049557187621,119.86811271290665
surrogate_07,6607,16.954150196524115,micro_chunk_scramble_control,negative_control,event_window_micro_chunk_scramble,0.6708048696403884,0.9144835376453294,0.4325814397828316,0.5859100768233001,0.5238095238095238,17.208364682253773,0.5304360584944646,0.539274451865376,1.0,0.0,0.9530914222166693,118.11700556195231
surrogate_08,6608,12.74995155770915,strain_proxy_target,target,none,0.7942345462493525,0.9540910286158447,0.508571985211935,0.8831117076979521,0.5238095238095238,-9.074226012336169,0.7917772040175184,0.6462624794049778,1.0,0.7688182869444907,0.97324084146656,131.5427498840221
surrogate_08,6608,12.74995155770915,time_shuffle_control,negative_control,global_time_shuffle,0.29982716963956835,0.20642044239750099,0.22227994082702127,0.6035564332455985,0.47619047619047616,-41.81973864557793,0.343473041888906,0.2692399417841903,1.0,0.0,0.9118980094731105,141.82578444815593
surrogate_08,6608,12.74995155770915,phase_scramble_control,negative_control,fft_phase_scramble,0.48514402054850503,0.5643771832041792,0.38409438958457315,0.6163306781766431,0.47619047619047616,21.540417651914765,0.4572136283549914,0.47580343063354547,1.0,0.22379568825881171,0.9394641359168211,77.75216586906808
surrogate_08,6608,12.74995155770915,amplitude_preserving_surrogate_control,negative_control,iaaft_amplitude_spectrum_surrogate,0.35378003711190553,0.29468514242388694,0.3158934205007512,0.5882187501391059,0.47619047619047616,23.375781414179443,0.4102605884099963,0.11886895473899373,1.0,0.08600149364772934,0.9257860831455811,99.08767018334724
surrogate_08,6608,12.74995155770915,sliding_window_scramble_control,negative_control,event_window_sliding_scramble,0.4379822259826137,0.5056069526301243,0.3511034620545171,0.5480004066280071,0.47619047619047616,-13.618225254674144,0.5768015454696332,0.31986073223874856,1.0,0.0,0.9579633785866106,84.46569635510656
surrogate_08,6608,12.74995155770915,partial_overlap_scramble_control,negative_control,partial_event_overlap_scramble,0.6235251217528647,0.7028691474960596,0.4816379284708373,0.6047073380513046,0.5714285714285714,-31.99551671825546,0.7714222470049996,0.33823010132230724,1.0,0.0,0.968968944906569,131.02218137459914
surrogate_08,6608,12.74995155770915,chirp_reversal_control,negative_control,event_window_chirp_reversal,0.6133163423622195,0.6951338681274402,0.4606041287348332,0.6070068020225028,0.3333333333333333,-32.453188566602165,0.8068482805909384,0.7662199671535703,1.0,0.0,0.9736197979776833,132.04109904843395
surrogate_08,6608,12.74995155770915,envelope_locked_phase_control,negative_control,event_envelope_preserved_phase_scramble,0.5776651621944673,0.7576803562970161,0.33044680606459886,0.5574173437306589,0.5238095238095238,29.548176038551418,0.37633770634867914,0.08304991840192022,1.0,0.0,0.9127371992158255,101.92146926346344
