hierarchy_label,level_id,n_side,h,ensemble_size,seed,probe_name,distance_band,mean_latency,latency_std,front_distance,front_ordering_valid,chain_signature
frozen_branch,n72,72,0.013888888889,5,1302,density_pulse,far,0.0,0.0,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1302,candidate_removal,near,2.1,2.1,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1302,candidate_removal,far,0.0,0.0,2.1,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,5,1302,bias_onset,near,2.9,1.3,0.0,True,low_k_half>spectral_half>dispersion_half>radius_half>width_half>front_far>front_near
frozen_branch,n72,72,0.013888888889,5,1302,bias_onset,far,2.9,1.3,0.0,True,low_k_half>spectral_half>dispersion_half>radius_half>width_half>front_far>front_near
frozen_branch,n72,72,0.013888888889,5,1303,density_pulse,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,5,1303,density_pulse,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,5,1303,candidate_removal,near,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,5,1303,candidate_removal,far,0.0,0.0,0.0,True,dispersion_half>front_far>front_near>low_k_half>radius_half>spectral_half>width_half
frozen_branch,n72,72,0.013888888889,5,1303,bias_onset,near,1.6,0.0,1.3,True,low_k_half>dispersion_half>spectral_half>front_near>radius_half>width_half>front_far
frozen_branch,n72,72,0.013888888889,5,1303,bias_onset,far,2.9,1.3,1.3,True,low_k_half>dispersion_half>spectral_half>front_near>radius_half>width_half>front_far
frozen_branch,n72,72,0.013888888889,7,1301,density_pulse,near,1.0,1.414213562373,0.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1301,density_pulse,far,1.4,1.979898987322,0.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1301,candidate_removal,near,0.533333,0.754247233266,2.266666666667,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1301,candidate_removal,far,2.8,1.979898987322,2.266666666667,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1301,bias_onset,near,1.866667,0.377123616633,1.6,True,low_k_half>dispersion_half>radius_half>spectral_half>front_near>width_half>front_far
frozen_branch,n72,72,0.013888888889,7,1301,bias_onset,far,3.466667,1.03708994574,1.6,True,low_k_half>dispersion_half>radius_half>spectral_half>front_near>width_half>front_far
frozen_branch,n72,72,0.013888888889,7,1302,density_pulse,near,4.2,0.0,2.8,False,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_far>front_near
frozen_branch,n72,72,0.013888888889,7,1302,density_pulse,far,1.4,1.979898987322,2.8,False,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_far>front_near
frozen_branch,n72,72,0.013888888889,7,1302,candidate_removal,near,4.2,0.0,4.2,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,7,1302,candidate_removal,far,0.0,0.0,4.2,False,dispersion_half>front_far>low_k_half>radius_half>spectral_half>width_half>front_near
frozen_branch,n72,72,0.013888888889,7,1302,bias_onset,near,2.8,1.232882800594,0.8,True,low_k_half>dispersion_half>spectral_half>width_half>front_near>radius_half>front_far
frozen_branch,n72,72,0.013888888889,7,1302,bias_onset,far,3.6,0.489897948557,0.8,True,low_k_half>dispersion_half>spectral_half>width_half>front_near>radius_half>front_far
frozen_branch,n72,72,0.013888888889,7,1303,density_pulse,near,1.4,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1303,density_pulse,far,2.8,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1303,candidate_removal,near,1.4,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1303,candidate_removal,far,2.8,1.979898987322,1.4,True,dispersion_half>low_k_half>radius_half>spectral_half>width_half>front_near>front_far
frozen_branch,n72,72,0.013888888889,7,1303,bias_onset,near,1.6,0.326598632371,0.733333333333,True,low_k_half>dispersion_half>radius_half>spectral_half>front_near>width_half>front_far
frozen_branch,n72,72,0.013888888889,7,1303,bias_onset,far,2.333333,1.329995822884,0.733333333333,True,low_k_half>dispersion_half>radius_half>spectral_half>front_near>width_half>front_far
