hierarchy_label,level_id,n_side,h,ensemble_size,seed,probe_name,perturbation_kind,event_time_distance,chain_distance,graph_distance,front_latency_distance,primary_parameter_distance
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1303,bias_onset,density_gradient_plus,0.057142857143,0.0,0.16,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1303,bias_onset,amplitude_shift,0.628571428571,0.238095238095,1.113043478261,0.0,0.106172302416
periodic_diagonal_augmented_control,n72,72,0.013888888889,3,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.053333333333,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1301,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.046315789474,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1302,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1302,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1302,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.069523809524,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1303,bias_onset,density_gradient_plus,0.114285714286,0.047619047619,0.24,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1303,bias_onset,amplitude_shift,0.028571428571,0.0,0.063157894737,0.1,0.061863398556
periodic_diagonal_augmented_control,n72,72,0.013888888889,5,1303,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.033157894737,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1301,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1301,bias_onset,amplitude_shift,0.0,0.0,0.0,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1301,bias_onset,event_graph_connectivity_noise,0.0,0.0,0.066666666667,0.0,0.0
periodic_diagonal_augmented_control,n72,72,0.013888888889,7,1302,bias_onset,density_gradient_plus,0.0,0.0,0.0,0.0,0.0
