pair_type,mode,left_observation_id,right_observation_id,left_group,right_group,equivalent,available_component_count,failure_reasons,boundary_hits,boundary_sensitive,hash_equality_used_for_equivalence,component_results_json
target_control:phase_2_2_spectral_control,strict,obs_8e2a3670273441ac539de39a,obs_1bb4ba6862c5f6ed8a054a09,target,phase_2_2_spectral_control,False,6,d_spec=0.705582521077 > 0.5,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.5, ""value"": 0.7055825210766526, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,exploratory,obs_8e2a3670273441ac539de39a,obs_1bb4ba6862c5f6ed8a054a09,target,phase_2_2_spectral_control,False,6,d_spec=0.705582521077 > 0.55,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.55, ""value"": 0.7055825210766526, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,strict,obs_423d19db444cd1e59704599b,obs_cf5f1686a2be20f7e1ad9203,target,phase_2_2_spectral_control,False,6,d_spec=0.632663500596 > 0.5,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.5, ""value"": 0.6326635005958107, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,exploratory,obs_423d19db444cd1e59704599b,obs_cf5f1686a2be20f7e1ad9203,target,phase_2_2_spectral_control,False,6,d_spec=0.632663500596 > 0.55,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.55, ""value"": 0.6326635005958107, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,strict,obs_0fcedd9b2f9a3aa20b670c73,obs_518294fd7b049d0d3182c33f,target,phase_2_2_spectral_control,False,6,d_spec=0.547143194894 > 0.5,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.5, ""value"": 0.547143194894418, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,exploratory,obs_0fcedd9b2f9a3aa20b670c73,obs_518294fd7b049d0d3182c33f,target,phase_2_2_spectral_control,True,6,,d_spec,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.547143194894418, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,strict,obs_4b796329fed4f21f3f9c32db,obs_ef6d94de035c7621078d761e,target,phase_2_2_spectral_control,False,6,d_spec=0.613981300538 > 0.5,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.5, ""value"": 0.6139813005384889, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.05, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_spectral_control,exploratory,obs_4b796329fed4f21f3f9c32db,obs_ef6d94de035c7621078d761e,target,phase_2_2_spectral_control,False,6,d_spec=0.613981300538 > 0.55,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": false, ""tolerance"": 0.55, ""value"": 0.6139813005384889, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,strict,obs_1a5fe18454a72c010723b68e,obs_5b3ea7eaa5bcfdf3960e2a10,target,phase_2_2_causal_control,False,6,d_causal=0.380047603932 > 0.1|d_addr=0.25 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.1, ""value"": 0.380047603931994, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,exploratory,obs_1a5fe18454a72c010723b68e,obs_5b3ea7eaa5bcfdf3960e2a10,target,phase_2_2_causal_control,False,6,d_causal=0.380047603932 > 0.2,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.2, ""value"": 0.380047603931994, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_causal_control,strict,obs_15dfea45916d6869fc8b2e34,obs_232f196314e3f3550d15fa8e,target,phase_2_2_causal_control,False,6,d_causal=0.380047603932 > 0.1|d_addr=0.25 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.1, ""value"": 0.380047603931994, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_232f196314e3f3550d15fa8e,target,phase_2_2_causal_control,False,6,d_causal=0.380047603932 > 0.2,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.2, ""value"": 0.380047603931994, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_causal_control,strict,obs_8e2a3670273441ac539de39a,obs_d99b0e8ecc9d0b5f2e815d6a,target,phase_2_2_causal_control,False,6,d_causal=0.375489822912 > 0.1|d_addr=0.25 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.1, ""value"": 0.3754898229117926, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,exploratory,obs_8e2a3670273441ac539de39a,obs_d99b0e8ecc9d0b5f2e815d6a,target,phase_2_2_causal_control,False,6,d_causal=0.375489822912 > 0.2,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.2, ""value"": 0.3754898229117926, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_causal_control,strict,obs_423d19db444cd1e59704599b,obs_2925e6917d8e64329e96a116,target,phase_2_2_causal_control,False,6,d_causal=0.375489822912 > 0.1|d_addr=0.25 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.1, ""value"": 0.3754898229117926, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,exploratory,obs_423d19db444cd1e59704599b,obs_2925e6917d8e64329e96a116,target,phase_2_2_causal_control,False,6,d_causal=0.375489822912 > 0.2,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.2, ""value"": 0.3754898229117926, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_causal_control,strict,obs_0fcedd9b2f9a3aa20b670c73,obs_efe86cb47f7d4c7c69754d43,target,phase_2_2_causal_control,False,6,d_causal=0.379235962975 > 0.1|d_addr=0.25 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.1, ""value"": 0.3792359629752408, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,exploratory,obs_0fcedd9b2f9a3aa20b670c73,obs_efe86cb47f7d4c7c69754d43,target,phase_2_2_causal_control,False,6,d_causal=0.379235962975 > 0.2,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.2, ""value"": 0.3792359629752408, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_causal_control,strict,obs_4b796329fed4f21f3f9c32db,obs_c17bc4160af2febbe34cf5f4,target,phase_2_2_causal_control,False,6,d_causal=0.379235962975 > 0.1|d_addr=0.25 > 0.05,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.1, ""value"": 0.3792359629752408, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.25, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_causal_control,exploratory,obs_4b796329fed4f21f3f9c32db,obs_c17bc4160af2febbe34cf5f4,target,phase_2_2_causal_control,False,6,d_causal=0.379235962975 > 0.2,d_addr,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": false, ""tolerance"": 0.2, ""value"": 0.3792359629752408, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": true, ""tolerance"": 0.3, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": true, ""tolerance"": 0.25, ""value"": 0.25, ""within_boundary_epsilon"": true}]"
target_control:phase_2_2_temporal_control,strict,obs_1a5fe18454a72c010723b68e,obs_e360df5e5b00ca25a8440b17,target,phase_2_2_temporal_control,False,6,d_time=0.424792142857 > 0.25|d_addr=0.416666666667 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.42479214285714284, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_temporal_control,exploratory,obs_1a5fe18454a72c010723b68e,obs_e360df5e5b00ca25a8440b17,target,phase_2_2_temporal_control,False,6,d_time=0.424792142857 > 0.3|d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": false, ""tolerance"": 0.3, ""value"": 0.42479214285714284, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_temporal_control,strict,obs_15dfea45916d6869fc8b2e34,obs_b00c7bb295948ac4e4b30a6f,target,phase_2_2_temporal_control,False,6,d_time=0.553287993197 > 0.25|d_addr=0.416666666667 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.553287993197279, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_temporal_control,exploratory,obs_15dfea45916d6869fc8b2e34,obs_b00c7bb295948ac4e4b30a6f,target,phase_2_2_temporal_control,False,6,d_time=0.553287993197 > 0.3|d_addr=0.416666666667 > 0.25,,False,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.45, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.5, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.55, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.2, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": false, ""tolerance"": 0.3, ""value"": 0.553287993197279, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
target_control:phase_2_2_temporal_control,strict,obs_8e2a3670273441ac539de39a,obs_0f9c43ca8d15616efce32771,target,phase_2_2_temporal_control,False,6,d_time=0.445956122449 > 0.25|d_addr=0.416666666667 > 0.05,d_struct,True,False,"[{""availability"": ""available"", ""component"": ""d_inv"", ""passed"": true, ""tolerance"": 0.4, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_struct"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.5, ""within_boundary_epsilon"": true}, {""availability"": ""available"", ""component"": ""d_spec"", ""passed"": true, ""tolerance"": 0.5, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_causal"", ""passed"": true, ""tolerance"": 0.1, ""value"": 0.0, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_time"", ""passed"": false, ""tolerance"": 0.25, ""value"": 0.44595612244897953, ""within_boundary_epsilon"": false}, {""availability"": ""available"", ""component"": ""d_addr"", ""passed"": false, ""tolerance"": 0.05, ""value"": 0.41666666666666663, ""within_boundary_epsilon"": false}]"
