hierarchy_label,level_id,n_side,h,ensemble_size,seed,tau,low_mode_occupancy,single_mode_baseline_occupancy,low_mode_occupancy_ratio_vs_single,spectral_distortion_vs_single
frozen_branch,n72,72,0.013888888889,5,1302,0.0,0.210635619783,0.32003790691,0.65815834698,-0.34184165302
frozen_branch,n72,72,0.013888888889,5,1302,0.4,0.215637926727,0.328666055431,0.65610038872,-0.34389961128
frozen_branch,n72,72,0.013888888889,5,1302,0.8,0.220499687626,0.337165447501,0.653980677026,-0.346019322974
frozen_branch,n72,72,0.013888888889,5,1302,1.2,0.225218208145,0.345534912009,0.651795810836,-0.348204189164
frozen_branch,n72,72,0.013888888889,5,1302,1.6,0.229791236736,0.353773549678,0.649543293854,-0.350456706146
frozen_branch,n72,72,0.013888888889,5,1302,2.0,0.234216962532,0.361880705312,0.647221471314,-0.352778528686
frozen_branch,n72,72,0.013888888889,5,1302,2.4,0.238494008698,0.36985594298,0.644829461914,-0.355170538086
frozen_branch,n72,72,0.013888888889,5,1302,3.0,0.244628830265,0.381570979641,0.641109631804,-0.358890368196
frozen_branch,n72,72,0.013888888889,5,1302,3.6,0.250425563777,0.392988626843,0.637233616118,-0.362766383882
frozen_branch,n72,72,0.013888888889,5,1302,4.2,0.255884635,0.404109572516,0.633206071826,-0.366793928174
frozen_branch,n72,72,0.013888888889,5,1303,0.0,0.180388246968,0.32003790691,0.563646502721,-0.436353497279
frozen_branch,n72,72,0.013888888889,5,1303,0.4,0.18531867466,0.328666055431,0.56385097152,-0.43614902848
frozen_branch,n72,72,0.013888888889,5,1303,0.8,0.190132940516,0.337165447501,0.563915851772,-0.436084148228
frozen_branch,n72,72,0.013888888889,5,1303,1.2,0.194827559153,0.345534912009,0.563843340807,-0.436156659193
frozen_branch,n72,72,0.013888888889,5,1303,1.6,0.199399563123,0.353773549678,0.563636154552,-0.436363845448
frozen_branch,n72,72,0.013888888889,5,1303,2.0,0.203846481799,0.361880705312,0.563297459099,-0.436702540901
frozen_branch,n72,72,0.013888888889,5,1303,2.4,0.208166318871,0.36985594298,0.562830807027,-0.437169192973
